smiles,source_id,molecule_chembl_id,MolWt,LogP,HBD,HBA,TPSA,NumRotatableBonds,NumAromaticRings,HeavyAtomCount,FractionCSP3,QED,standard_value,pIC50,activity_class,activity_label,confidence_score,pchembl_value,assay_chembl_id,predicted_pIC50,potency_score,conf_score,qed_score,composite_score,rank
CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5(CN6CC(F)(F)C6)COC5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,,CHEMBL4211198,900.4329999999998,6.917500000000008,2,10,128.36,13,3,60,0.4878048780487805,0.1747904040100457,17.3,7.762,1,active,0.8,7.76,CHEMBL4182824,7.672707274641999,0.5140354347532233,0.8,0.17479040401004572,0.5233636963649358,957
CN(c1ccccc1C1CCCN1C1CC=C(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)CC1)C1CC1,,CHEMBL5965178,846.0229999999996,8.592200000000005,3,11,172.03,14,5,61,0.391304347826087,0.0722194138799315,23.0,7.6383,1,active,0.8,7.64,CHEMBL5738374,7.842646260735927,0.5523792189882402,0.8,0.07221941387993157,0.5229633260914787,958
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(CCN3CCC[C@@H]3c3ccccc3C3CC3)cc2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5752506,841.003,9.144600000000002,3,10,168.79,15,6,61,0.3191489361702128,0.0669865403129599,25.0,7.6021,1,active,0.8,7.6,CHEMBL5738376,7.859952749689749,0.5562841280003739,0.8,0.06698654031295999,0.5229056642581632,959
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccccc3C3=CCNCC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL6007862,858.0339999999999,8.370300000000007,4,11,180.82,13,5,62,0.3617021276595745,0.0660029736088356,19.0,7.7212,1,active,0.8,7.72,CHEMBL5738374,7.825385205774786,0.5484845613683993,0.8,0.06600297360883568,0.5228892732776205,960
Cc1cc(C(=O)N(c2ccccc2)c2ccc(O)cc2)cn1-c1cc(F)c(F)cc1C(=O)N1Cc2ccccc2C[C@H]1CN1CCN(C)CC1,,CHEMBL6033601,675.7799999999997,6.56252000000001,1,6,72.25999999999999,7,5,50,0.25,0.2116950618440474,74.3,7.129,1,active,0.8,7.13,CHEMBL5732641,7.808540729119772,0.5446838974168405,0.8,0.2116950618440474,0.5227998059949094,961
COc1ccc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c(-c2cc(C(=O)N(c3ccc(O)cc3)c3ccc4c(ccn4C)c3)c3ccccn23)c1,,CHEMBL3965900,745.8800000000002,7.69000000000001,1,8,91.89,8,7,56,0.217391304347826,0.1716776087644285,21.0,7.6778,1,active,0.8,7.68,CHEMBL5731902,7.696545267179493,0.5194140642452718,0.8,0.1716776087644285,0.5227363514201082,962
N#CC1CCN(C2CC=C(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1c1ccccc1C1CC1,,CHEMBL5823455,841.991,8.620680000000004,3,11,192.58,13,5,61,0.3695652173913043,0.0759328500671893,16.0,7.7959,1,active,0.8,7.8,CHEMBL5738374,7.780932486984125,0.5384545765064978,0.8,0.07593285006718933,0.5218919761892886,963
O=C(c1cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n2c1COCC2)N(c1ccc(O)cc1)c1ccc(F)cc1,,CHEMBL3912209,704.7740000000005,6.546900000000008,1,7,87.48,7,5,52,0.2682926829268293,0.2070724900769986,23.5,7.6289,1,active,0.8,7.6,CHEMBL5731902,7.655394385473968,0.5101290816437795,0.8,0.20707249007699866,0.5217480768084558,964
Cn1ccc2ccc(N(C(=O)c3cc(-c4cc(Cl)ccc4C(=O)N4Cc5ccccc5C[C@H]4CN4CCOCC4)n4c3CCCCC4)c3ccc(O)cc3)cc21,,CHEMBL3925867,768.3579999999998,8.610000000000005,1,7,83.18,7,6,56,0.3043478260869565,0.1760672283192619,18.0,7.7447,1,active,0.8,7.75,CHEMBL5731902,7.660049843206238,0.5111795049215949,0.8,0.1760672283192619,0.5215417383616637,965
Cn1ccc2cc(N(C(=O)c3cc(-c4cc5c(cc4C(=O)N4Cc6ccccc6C[C@H]4CN4CCOCC4)OCO5)n4c3CNCC4)c3ccc(O)cc3)ccc21,,CHEMBL3971090,764.883,6.062100000000008,2,10,113.67000000000004,7,6,57,0.2888888888888888,0.2019176204355884,24.0,7.6198,1,active,0.8,7.62,CHEMBL5731902,7.661687009291819,0.5115489030484479,0.8,0.2019176204355884,0.5213767684935988,966
O=C(c1cn(-c2ccccc2C(=O)N2Cc3ccccc3C[C@H]2CO)c2ccccc12)N(c1ccccc1)c1ccc(O)cc1,,CHEMBL5978367,593.6830000000002,6.874000000000008,2,5,86.01,6,6,45,0.1052631578947368,0.2206674696791529,4.2,8.3768,1,active,0.8,8.38,CHEMBL5732641,7.4072978230197615,0.454150396123463,0.8,0.22066746967915293,0.5211105801353979,967
Cc1cc(C(=O)N(c2ccc(O)cc2)c2ccc3[nH]ccc3c2)cn1-c1cc(Br)ccc1C(=O)N1Cc2ccccc2C[C@H]1CN1CCC(F)(F)CC1,,CHEMBL5964702,778.6979999999996,9.011820000000004,2,5,84.81,7,6,53,0.238095238095238,0.1695962447906065,85.5,7.068,1,active,0.8,7.07,CHEMBL5732641,7.86758095638695,0.558005300513054,0.8,0.16959624479060653,0.5210811462124991,968
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3Cc3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5775752,831.0079999999999,8.741000000000005,3,10,168.79,14,5,60,0.391304347826087,0.0727009029581012,11.0,7.9586,1,active,0.8,7.96,CHEMBL5738374,7.727090388896105,0.5263060410862231,0.8,0.0727009029581012,0.5208394813027207,969
CO[C@H]1CC(c2ccccc2C2CC2)N(C2CC=C(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,,CHEMBL5992113,847.0069999999996,8.495900000000006,3,11,178.02,14,5,61,0.391304347826087,0.072124559770817,26.0,7.585,1,active,0.8,7.58,CHEMBL5738374,7.836548594764676,0.5510033864396711,0.8,0.07212455977081705,0.520457248642232,970
Cc1ccc(CC(C)C(=O)N2Cc3cc(C(=O)N4Cc5ccccc5C[C@H]4C)c(-c4cc(C(=O)N(C)c5ccc(O)cc5)c5n4CCCC5)cc3C2)cc1,,CHEMBL6052420,720.914,8.09002000000001,1,5,86.09,7,5,54,0.3260869565217391,0.1843089106548057,29.0,7.5376,1,active,0.8,7.54,CHEMBL5732950,7.70139687175602,0.5205087446558819,0.8,0.18430891065480579,0.5204333322220087,971
O=C(c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)n2c1CCCC2)N(c1ccc(O)cc1)c1ccc(Cl)cc1,,CHEMBL3927695,745.2760000000003,7.45690000000001,1,8,96.71,7,5,54,0.3023255813953488,0.1849746612359995,20.0,7.699,1,active,0.8,7.7,CHEMBL5731902,7.650815811435789,0.5090960058378139,0.8,0.1849746612359995,0.5202893919228037,972
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CC(N4CCCC4c4ccccc4C4CC4)C3)cc2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5565358,868.0289999999999,8.790700000000006,3,11,172.03,14,6,63,0.3333333333333333,0.0705983664052958,24.0,7.6198,1,active,0.8,7.62,CHEMBL5510211,7.82629847642665,0.5486906250482417,0.8,0.07059836640529583,0.5202497413889519,973
C[C@@H]1Cc2ccccc2CN1C(=O)c1cc2c(cc1-c1cc(C(=O)N(C)c3ccc(O)cc3)c3n1CCCC3)CN(C(=O)N(C)C(C)(C)C)C2,,CHEMBL5758353,673.8579999999998,7.2265000000000095,1,5,89.33,4,4,50,0.3902439024390244,0.2477641384284045,21.0,7.6778,1,active,0.8,7.68,CHEMBL5732950,7.573331636921414,0.49161304599736,0.8,0.24776413842840456,0.5202488217457487,974
CCc1cccc(CC2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)c1,,CHEMBL5910360,814.9649999999999,8.661500000000004,3,10,168.79,14,6,59,0.2888888888888888,0.0714858352111359,13.0,7.8861,1,active,0.8,7.89,CHEMBL5738374,7.744110436874785,0.5301463196612843,0.8,0.07148583521113593,0.5201236053297424,975
O=C(c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCCO3)n2c1CCCC2)N(c1ccccc1)c1ccc(O)cc1,,CHEMBL3904944,724.8580000000003,6.846000000000009,1,8,96.71,7,5,54,0.3181818181818182,0.19637822315231,27.0,7.5686,1,active,0.8,7.57,CHEMBL5731902,7.672145113313908,0.5139085928015027,0.8,0.19637822315231007,0.5199928450046502,976
CCCCN(C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)n2c1CCCC2)c1ccc(O)cc1,,CHEMBL3901752,690.8410000000001,6.271900000000008,1,8,96.71000000000002,9,4,51,0.4146341463414634,0.2212466302831917,27.0,7.5686,1,active,0.8,7.57,CHEMBL5731902,7.638674854468318,0.5063566095105343,0.8,0.22124663028319175,0.5199471144287982,977
CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(ccn4Cc4ccc(Cl)c(Cl)c4)c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)c(C)c1Cl,,CHEMBL3936947,918.3439999999996,8.864420000000003,2,9,146.84,15,6,62,0.3043478260869565,0.1046819809349223,8.85,8.0531,1,active,0.8,8.05,CHEMBL3888503,7.646487121125544,0.5081193119602565,0.8,0.1046819809349223,0.5197416212887416,978
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ncnc3cc(N4CCN(CC5=C(c6ccc(Cl)cc6)CCC(C)(C)C5)CC4)ccc23)cc1S(=O)(=O)C(F)(F)F,,CHEMBL1689145,956.6229999999998,9.6879,2,11,127.84,16,5,64,0.391304347826087,0.0918571032967305,5.0,8.301,1,active,0.8,8.3,CHEMBL1693055,7.585984651064495,0.4944679791435231,0.8,0.09185710329673054,0.519382373426498,979
Cc1cc(C(=O)N(c2ccccc2)c2ccc(O)cc2)cn1-c1cc(O)ccc1C(=O)N1Cc2ccccc2C[C@H]1CN1CCOCC1,,CHEMBL5991810,642.7559999999999,6.074720000000008,2,7,98.48,7,5,48,0.2307692307692307,0.2236264838590081,22.1,7.6556,1,active,0.8,7.66,CHEMBL5732641,7.603666836207135,0.4984576574833614,0.8,0.22362648385900818,0.5192991225697412,980
COc1cc(-n2nc(C(=O)N(c3ccccc3)c3ccccc3)c3ccccc32)c(C(=O)N2Cc3ccccc3C[C@H]2CN)cc1O,,CHEMBL5745266,623.7130000000001,6.244000000000008,2,7,113.92,7,6,47,0.131578947368421,0.2175945073673592,10.4,7.983,1,active,0.8,7.98,CHEMBL5732641,7.513154568389391,0.478035134390824,0.8,0.21759450736735927,0.5192638841254102,981
COc1cccc(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n3c2CCCC3)c2ccc(O)cc2)c1,,CHEMBL3929493,731.2929999999999,7.73680000000001,1,7,87.48,8,5,53,0.3023255813953488,0.1759284204048538,28.0,7.5528,1,active,0.8,7.55,CHEMBL5731902,7.696973193787879,0.5195106184610967,0.8,0.17592842040485382,0.5191916380353531,982
CN(C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(C(=O)Cc2cccnc2)C3)n2c1CCCC2)c1ccc(O)cc1,,CHEMBL5988387,764.927,5.852800000000007,1,8,111.45,8,5,57,0.3478260869565217,0.2111707569383191,38.0,7.4202,1,active,0.8,7.42,CHEMBL5732950,7.689340824188592,0.5177885066617758,0.8,0.21117075693831916,0.5191290991528663,983
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CC3CC(N4CCC[C@H]4c4ccccc4C4CC4)CC3C2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5561898,846.0229999999999,8.149900000000008,3,11,172.03,13,5,61,0.4347826086956521,0.0771677332658297,26.0,7.585,1,active,0.8,7.58,CHEMBL5510211,7.816963858386613,0.5465844304176252,0.8,0.07716773326582976,0.5190042466554609,984
CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(c3)c(Cl)cn4CC)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,,CHEMBL3954188,791.8019999999997,7.82172000000001,1,8,126.61,13,5,54,0.35,0.1296822171449532,20.0,7.699,1,active,0.8,7.7,CHEMBL3888503,7.712558441534019,0.5230271592535488,0.8,0.1296822171449532,0.5189611020170142,985
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CC=CC3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5854884,814.9649999999999,8.647000000000006,3,10,168.79,13,5,59,0.3333333333333333,0.0594375999060966,18.0,7.7447,1,active,0.8,7.75,CHEMBL5738374,7.790086275498946,0.5405199700916475,0.8,0.059437599906096664,0.5187175266847153,986
CN(C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(C(=O)c2ccccc2)C3)n2c1CCCC2)c1ccc(O)cc1,,CHEMBL5930893,749.912,6.528900000000009,1,7,98.56000000000002,7,5,56,0.3260869565217391,0.203463411862555,43.0,7.3665,1,active,0.8,7.37,CHEMBL5732950,7.711980096154405,0.5228966656513511,0.8,0.203463411862555,0.5187096058685302,987
Cc1cccc(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n3c2CCCC3)c2ccc(O)cc2)c1,,CHEMBL3983630,715.294,8.036620000000012,1,6,78.25,7,5,52,0.3023255813953488,0.1847811550281097,26.0,7.585,1,active,0.8,7.58,CHEMBL5731902,7.669536706475188,0.513320051047077,0.8,0.18478115502810974,0.5185140702345288,988
C[C@@H]1Cc2ccccc2CN1C(=O)c1cc2c(cc1-c1cc(C(=O)N(C)c3ccc(O)cc3)c3n1CCCC3)CN(CCCc1ccccc1)C2,,CHEMBL5890570,678.8769999999998,8.009000000000011,1,5,69.02,8,5,51,0.3181818181818182,0.1806552889904059,16.0,7.7959,1,active,0.8,7.8,CHEMBL5732950,7.611593792070711,0.5002462375629523,0.8,0.1806552889904059,0.5184961725559983,989
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3c3cnccc3C3CC3)cc2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL6022796,813.937,8.501500000000007,3,11,181.68000000000004,13,6,59,0.2954545454545454,0.0751211216245136,15.0,7.8239,1,active,0.8,7.82,CHEMBL5738374,7.743039759509931,0.5299047398872319,0.8,0.0751211216245136,0.5184429557547301,990
CC(C)c1ccccc1[C@@H]1CCCN1c1ccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4(F)CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)cc1,,CHEMBL6055951,832.9549999999997,9.4446,3,10,168.79,13,6,60,0.2888888888888888,0.0753029214009399,59.0,7.2291,1,active,0.8,7.23,CHEMBL5738374,7.9207000320113226,0.5699906984568707,0.8,0.07530292140093994,0.5183822597292344,991
Cc1cc(C(=O)N(c2ccccc2)c2ccc(O)cc2)cn1-c1cc(Br)ccc1C(=O)N1Cc2ccccc2C[C@H]1CN1CCOCC1,,CHEMBL5991444,705.6529999999998,7.13162000000001,1,6,78.25,7,5,48,0.2307692307692307,0.1951210166144174,23.1,7.6364,1,active,0.8,7.64,CHEMBL5732641,7.63731726910035,0.5060502939226491,0.8,0.19512101661441744,0.5181697986628273,992
O=C(NS(=O)(=O)c1ccc(NCC2(O)COC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCCC3c3ccccc3Cl)cc2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5869539,795.2740000000002,7.217200000000006,4,11,189.02,12,6,56,0.2,0.0723419390615044,19.0,7.7212,1,active,0.8,7.72,CHEMBL5738374,7.77455005050727,0.5370144904333293,0.8,0.07234193906150443,0.5181050826279858,993
C[C@@H]1Cc2ccccc2CN1C(=O)c1cc2c(cc1-c1cc(C(=O)N(C)c3ccc(O)cc3)c3n1CCCC3)CN(C(=O)NC(C)(C)C)C2,,CHEMBL6032199,659.8309999999999,6.884300000000008,2,5,98.12,4,4,49,0.375,0.2495897600176456,24.0,7.6198,1,active,0.8,7.62,CHEMBL5732950,7.568970054332894,0.4906289305478011,0.8,0.24958976001764563,0.518067603180584,994
Cc1ccc(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n3c2CCCC3)c2ccc(O)cc2)cc1Cl,,CHEMBL3917644,749.739,8.690020000000004,1,6,78.25,7,5,53,0.3023255813953488,0.1803218672333449,20.0,7.699,1,active,0.8,7.7,CHEMBL5731902,7.634612298730716,0.5054399642825862,0.8,0.1803218672333449,0.5177634520447916,995
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCC[C@@H]3c3ccccc3C3CCC(F)(F)CC3)cc2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5821827,891.01,10.521999999999991,3,10,168.79,13,6,64,0.3333333333333333,0.074939190047915,28.0,7.5528,1,active,0.8,7.55,CHEMBL5738376,7.815830594588181,0.5463287291005395,0.8,0.07493919004791505,0.5174523088015337,996
CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3cc(Br)c4c(ccn4CC)c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)c(C)c1Cl,,CHEMBL3912610,866.2789999999997,7.2917200000000095,2,9,146.84,14,5,56,0.3658536585365853,0.1192573924986635,3.59,8.4449,1,active,0.8,8.45,CHEMBL3888503,7.4887381449350565,0.4725259919965865,0.8,0.1192573924986635,0.5173917040425472,997
Cn1ccc2cc(N(C(=O)c3cc(-c4cc(Cl)ccc4C(=O)N4Cc5ccccc5C[C@H]4CN4CCCOCC4)n4c3CCCC4)c3ccc(O)cc3)ccc21,,CHEMBL3901829,768.358,8.610000000000005,1,7,83.18,7,6,56,0.3043478260869565,0.1760672283192619,21.0,7.6778,1,active,0.8,7.68,CHEMBL5731902,7.6429777332922635,0.5073274794739668,0.8,0.1760672283192619,0.5173515019676806,998
N[C@@H](c1ccccc1-c1ccc(Cl)cc1)C1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H](CCN4CCN(CCO)CC4)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)cc2)CC1,,CHEMBL3703610,999.6439999999996,7.90840000000001,4,12,165.37999999999997,18,5,67,0.3541666666666667,0.0628623859492592,16.0,7.7959,1,active,0.8,7.8,CHEMBL3707482,7.757445101268471,0.533155055361727,0.8,0.0628623859492592,0.5172816459992137,999
CN(C)[C@@H](c1ccccc1-c1ccc(Cl)cc1)C1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H](CCN4CCOCC4)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)cc2)CC1,,CHEMBL3703629,984.6289999999998,9.233600000000004,2,11,128.36,17,5,66,0.3541666666666667,0.0866342303728335,24.0,7.6198,1,active,0.8,7.62,CHEMBL3707482,7.77772300960151,0.5377304136107738,0.8,0.08663423037283355,0.5171750152653486,1000
CC(C)c1ccccc1C1CCCN1C1CCC(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)CC1,,CHEMBL5881653,821.0129999999997,9.207300000000002,3,10,168.79,13,5,59,0.4222222222222222,0.0769234974264448,12.0,7.9208,1,active,0.8,7.92,CHEMBL5738374,7.699068028504834,0.5199832815753189,0.8,0.07692349742644486,0.5170321535765279,1001
CCCN(CCC)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(Cl)ccc(Br)c4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)c(C)c1Cl,,CHEMBL3927392,827.6289999999998,7.70772000000001,2,8,124.84,11,5,52,0.2894736842105263,0.1399094848114556,7.84,8.1057,1,active,0.8,8.11,CHEMBL3888503,7.559290176093357,0.4884448339424883,0.8,0.13990948481145568,0.5169687494913956,1002
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CC(F)(F)CC3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5947397,852.9609999999998,9.116200000000005,3,10,168.79,13,5,61,0.3777777777777777,0.0767503414805573,63.0,7.2007,1,active,0.8,7.2,CHEMBL5738374,7.912043109980575,0.568037414174576,0.8,0.07675034148055737,0.5166615354993899,1003
CCCOc1ccccc1C1CCCN1C1CC=C(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)CC1,,CHEMBL6063832,834.9959999999996,8.782400000000003,3,11,178.02,15,5,60,0.3777777777777777,0.0678408766000088,19.0,7.7212,1,active,0.8,7.72,CHEMBL5738374,7.767063746394157,0.5353253357771267,0.8,0.06784087660000884,0.5165853459306602,1004
O=C(c1cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n2c1CCCC2)N(c1ccc(O)cc1)c1ccc2c(c1)CCN2,,CHEMBL3961292,742.3200000000002,7.696200000000009,2,7,90.28000000000002,7,5,54,0.3181818181818182,0.1778932052643565,22.0,7.6576,1,active,0.8,7.66,CHEMBL5731902,7.638578380466753,0.5063348418256414,0.8,0.17789320526435654,0.5164454127475032,1005
Cn1ccc2cc(N(C(=O)c3cc(-c4cc(Cl)ccc4C(=O)N4Cc5ccccc5C[C@H]4CN4CCOCC4)n4ccccc34)c3ccc(O)cc3)ccc21,,CHEMBL3924162,750.2990000000002,8.334800000000008,1,7,82.66000000000001,7,7,55,0.2,0.1773311985462759,24.0,7.6198,1,active,0.8,7.62,CHEMBL5731902,7.649675354045404,0.508838681411493,0.8,0.17733119854627596,0.5163336943917245,1006
NCC(=O)N[C@@H](c1ccccc1-c1ccc(Cl)cc1)C1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H](CCN4CCOCC4)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)cc2)CC1,,CHEMBL3703628,1013.6269999999996,7.746900000000009,4,12,180.24,18,5,68,0.3333333333333333,0.0628599084148601,38.0,7.4202,1,active,0.8,7.42,CHEMBL3707482,7.861699088427136,0.5566781590422596,0.8,0.06285990841486014,0.5163272980645893,1007
Cc1cc(C(=O)N(c2ccccc2)c2ccc(O)cc2)cn1-c1cc(Cl)ccc1C(=O)N1Cc2ccccc2C[C@H]1CN(C)C,,CHEMBL6057025,619.165,7.25192000000001,1,5,69.02,7,5,45,0.1891891891891892,0.2085780765195331,16.2,7.7905,1,active,0.8,7.79,CHEMBL5732641,7.556748383446002,0.48787132252477006,0.8,0.20857807651953317,0.5163143707175631,1008
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3ccc(F)cc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5969360,834.971,9.010100000000005,3,10,168.79,13,5,60,0.3777777777777777,0.076899159387288,23.0,7.6383,1,active,0.8,7.64,CHEMBL5738374,7.775932497455322,0.5373264156054801,0.8,0.07689915938728803,0.5161388862262022,1009
CCCCN(CCCC)C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)CN(C(=O)Cc2ccccc2)CC3)n(C)c1C,,CHEMBL6054886,672.9140000000001,7.757320000000008,0,4,65.86000000000001,11,4,50,0.4186046511627907,0.1636991387805351,14.0,7.8539,1,active,0.8,7.85,CHEMBL5732950,7.593110253593627,0.49607574774448754,0.8,0.16369913878053513,0.5158305091940567,1010
O=C(c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)n2c1CCCC2)N(Cc1cccc(F)c1)c1ccc(O)cc1,,CHEMBL5995264,742.8480000000003,6.8111000000000095,1,8,96.71,8,5,55,0.3181818181818182,0.1867525106965085,30.0,7.5229,1,active,0.8,7.52,CHEMBL5739506,7.661444215947378,0.5114941209420759,0.8,0.1867525106965085,0.5157950403720863,1011
CC1=CCC(CNc2ccc(S(=O)(=O)NC(=O)c3ccc(-c4ccc(N5CCC[C@@H]5c5ccccc5C5CC5)cc4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,,CHEMBL6020672,822.9879999999999,10.426299999999994,3,9,159.56000000000003,13,6,60,0.2765957446808511,0.058518976283831,23.0,7.6383,1,active,0.8,7.64,CHEMBL5738376,7.79632324286269,0.5419272335829342,0.8,0.05851897628383107,0.5156822677494106,1012
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCCC3c3c(F)cccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5932341,834.971,9.010100000000005,3,10,168.79,13,5,60,0.3777777777777777,0.076899159387288,12.0,7.9208,1,active,0.8,7.92,CHEMBL5738374,7.685811434749141,0.516992161160027,0.8,0.07689915938728803,0.5155329426630084,1013
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2cccc(N3CCCC3c3ccccc3C3CC3)c2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5841259,812.9490000000001,9.106500000000002,3,10,168.79,13,6,59,0.2888888888888888,0.0755570295485051,32.0,7.4949,1,active,0.8,7.5,CHEMBL5738376,7.814776986335335,0.5460910006755092,0.8,0.0755570295485051,0.5154665009251267,1014
COc1cccc(C2CCCN2C2CC=C(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)c1,,CHEMBL5794713,806.9419999999999,8.002200000000007,3,11,178.02,13,5,58,0.3488372093023256,0.0775813530901838,16.0,7.7959,1,active,0.8,7.8,CHEMBL5738374,7.7213125714951785,0.5250023768190489,0.8,0.07758135309018387,0.5154131517990134,1015
