smiles,source_id,molecule_chembl_id,MolWt,LogP,HBD,HBA,TPSA,NumRotatableBonds,NumAromaticRings,HeavyAtomCount,FractionCSP3,QED,standard_value,pIC50,activity_class,activity_label,confidence_score,pchembl_value,assay_chembl_id
Cc1cc(Cl)cc(C(=O)Nc2cc(S(=O)(=O)c3ccc(Cl)cc3)ccc2Cl)c1O,,CHEMBL334590,470.7610000000002,5.745920000000004,2,4,83.47,4,3,29,0.05,0.5086739176411135,3300.0,5.4815,0,inactive,0.8,5.48,CHEMBL651293
COc1ccc2c(c1)CCc1cc(OC)ccc1/[N+]([O-])=[N+]\2[O-],,CHEMBL344184,300.314,3.238400000000002,0,4,70.6,2,2,22,0.25,0.6303046821639888,7200.0,5.1427,0,inactive,0.8,4.98,CHEMBL651292
CCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C,,CHEMBL436605,520.5790000000003,2.7002,3,9,157.32999999999998,10,1,37,0.5769230769230769,0.1825319394938917,2000.0,5.699,0,inactive,0.8,5.7,CHEMBL651293
O=C(NS(=O)(=O)c1ccc(NCCSc2ccccc2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(F)cc2)cc1,,CHEMBL371861,551.6210000000002,5.723800000000004,2,7,118.41,10,4,38,0.074074074074074,0.1119294819661927,3196.5,5.4953,0,inactive,0.8,5.2,CHEMBL858941
Cc1cc(C(=O)N2CCc3ccccc3C2)nn1-c1ccccc1C(=O)N1CCc2ccccc2C1,,CHEMBL464268,476.5800000000003,4.577720000000004,0,4,58.440000000000005,3,4,36,0.2333333333333333,0.4350512714699941,1500.0,5.8239,0,inactive,0.8,5.82,CHEMBL1019892
Cc1cc(C(=O)N(C)c2ccccc2)nn1-c1ccccc1C(=O)N1CCc2ccccc2C1,,CHEMBL466801,450.5420000000003,4.655820000000005,0,4,58.440000000000005,4,4,34,0.1785714285714285,0.4545763416780153,2500.0,5.6021,0,inactive,0.8,5.6,CHEMBL1019892
Cc1cc(C(=O)N(C)c2cccc(F)c2)nn1-c1ccccc1C(=O)N1CCc2ccccc2C1,,CHEMBL518858,468.5320000000003,4.794920000000004,0,4,58.440000000000005,4,4,35,0.1785714285714285,0.4325914856191015,2300.0,5.6383,0,inactive,0.8,5.64,CHEMBL1019892
Cc1cc(C(=O)N(C)c2ccccc2F)nn1-c1ccccc1C(=O)N1CCc2ccccc2C1,,CHEMBL480008,468.5320000000003,4.794920000000004,0,4,58.440000000000005,4,4,35,0.1785714285714285,0.4325914856191015,3000.0,5.5229,0,inactive,0.8,5.52,CHEMBL1019892
CCN(C(=O)c1cc(C)n(-c2ccccc2C(=O)N2CCc3ccccc3C2)n1)c1ccccc1,,CHEMBL480009,464.5690000000002,5.045920000000005,0,4,58.440000000000005,5,4,35,0.2068965517241379,0.4155182967770749,1900.0,5.7212,0,inactive,0.8,5.72,CHEMBL1019892
Cc1cc(C(=O)N(c2ccccc2)C2CCCCC2)nn1-c1ccccc1C(=O)N1CCc2ccccc2C1,,CHEMBL516633,518.6610000000002,6.358720000000006,0,4,58.440000000000005,5,4,39,0.303030303030303,0.3089664070272797,1400.0,5.8539,0,inactive,0.8,5.85,CHEMBL1019892
Cc1cc(C(=O)N(c2ccccc2)c2ccccc2)nn1-c1ccccc1C(=O)N1CCc2ccccc2C1,,CHEMBL517577,512.6130000000003,6.357720000000008,0,4,58.440000000000005,5,5,39,0.1212121212121212,0.2754394972256984,800.0,6.0969,1,active,0.8,6.1,CHEMBL1019892
Cc1cc(C(=O)N(c2ccccc2)c2ccccc2)nn1-c1ccccc1C(=O)N1Cc2ccccc2C[C@H]1CO,,CHEMBL444140,542.6390000000004,5.7186200000000085,1,5,78.67,6,5,41,0.1470588235294117,0.2978105726433941,190.0,6.7212,1,active,0.8,6.72,CHEMBL1019892
Cc1cc(C(=O)N(c2ccccc2)c2ccccc2)nn1-c1ccccc1C(=O)N1Cc2ccccc2C[C@H]1CN,,CHEMBL453380,541.6550000000002,5.685020000000007,1,5,84.46000000000001,6,5,41,0.1470588235294117,0.2995902838672562,110.0,6.9586,1,active,0.8,6.96,CHEMBL1019892
COC[C@@H]1Cc2ccccc2CN1C(=O)c1ccccc1-n1nc(C(=O)N(c2ccccc2)c2ccccc2)cc1C,,CHEMBL501871,556.6660000000002,6.372720000000006,0,5,67.67,7,5,42,0.1714285714285714,0.2335900370901162,160.0,6.7959,1,active,0.8,6.8,CHEMBL1019892
CC(=O)NC[C@@H]1Cc2ccccc2CN1C(=O)c1ccccc1-n1nc(C(=O)N(c2ccccc2)c2ccccc2)cc1C,,CHEMBL510332,583.6920000000001,5.8624200000000055,1,5,87.54,7,5,44,0.1666666666666666,0.2599896158946564,730.0,6.1367,1,active,0.8,6.14,CHEMBL1019892
Cc1cc(C(=O)N(c2ccccc2)c2ccccc2)nn1-c1ccccc1C(=O)N1Cc2ccccc2C[C@H]1CNS(C)(=O)=O,,CHEMBL446607,619.7470000000003,5.275520000000006,1,6,104.61,8,5,45,0.1714285714285714,0.2547664075687995,1050.0,5.9788,0,inactive,0.8,5.98,CHEMBL1019892
CCOC(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1ccccc1-n1nc(C(=O)N(c2ccccc2)c2ccccc2)cc1C,,CHEMBL446480,584.6760000000002,6.289420000000006,0,6,84.74,7,5,44,0.1666666666666666,0.210069017824753,5610.0,5.251,0,inactive,0.8,5.25,CHEMBL1019892
COC(=O)C[C@@H]1Cc2ccccc2CN1C(=O)c1ccccc1-n1nc(C(=O)N(c2ccccc2)c2ccccc2)cc1C,,CHEMBL453466,584.6760000000002,6.289420000000006,0,6,84.74,7,5,44,0.1666666666666666,0.210069017824753,280.0,6.5528,1,active,0.8,6.55,CHEMBL1019892
Cc1cc(C(=O)N(c2ccccc2)c2ccccc2)nn1-c1ccccc1C(=O)N1Cc2ccccc2C[C@H]1CN(C)C,,CHEMBL500574,569.7090000000002,6.2879200000000095,0,5,61.68000000000001,7,5,43,0.1944444444444444,0.2312607317075395,150.0,6.8239,1,active,0.8,6.82,CHEMBL1019892
CNC[C@@H]1Cc2ccccc2CN1C(=O)c1ccccc1-n1nc(C(=O)N(c2ccccc2)c2ccccc2)cc1C,,CHEMBL500866,555.6820000000001,5.945720000000006,1,5,70.47,7,5,42,0.1714285714285714,0.2696791220366732,140.0,6.8539,1,active,0.8,6.85,CHEMBL1019892
Cc1cc(C(=O)N(c2ccccc2)c2ccccc2)nn1-c1ccccc1C(=O)N1Cc2ccccc2C[C@H]1C,,CHEMBL514298,526.6400000000003,6.746220000000008,0,4,58.440000000000005,5,5,40,0.1470588235294117,0.2546645329054644,110.0,6.9586,1,active,0.8,6.96,CHEMBL1019892
Cc1c(Br)c(C(=O)N(c2ccccc2)c2ccccc2)nn1-c1ccccc1C(=O)N1Cc2ccccc2C[C@H]1CO,,CHEMBL509788,621.5350000000002,6.481120000000009,1,5,78.67,6,5,42,0.1470588235294117,0.2355651247219238,125.0,6.9031,1,active,0.8,7.4,CHEMBL1019892
Cc1c(Cl)c(C(=O)N(c2ccccc2)c2ccccc2)nn1-c1ccccc1C(=O)N1Cc2ccccc2C[C@H]1CO,,CHEMBL460173,577.0840000000002,6.372020000000008,1,5,78.67,6,5,42,0.1470588235294117,0.2546285721177215,265.0,6.5768,1,active,0.8,7.3,CHEMBL1019892
Cc1c(Cl)c(C(=O)N(c2ccccc2)c2ccccc2)nn1-c1ccccc1C(=O)N1Cc2ccccc2C[C@H]1CN,,CHEMBL503454,576.1,6.338420000000007,1,5,84.46000000000001,6,5,42,0.1470588235294117,0.2560259088210225,30.0,7.5229,1,active,0.8,7.52,CHEMBL1019892
CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccccc2C(=O)N2CCc3ccccc3C2)n1,,CHEMBL513318,472.63300000000027,5.421620000000006,0,4,58.440000000000005,9,3,35,0.4137931034482758,0.417713449897839,1120.0,5.9508,0,inactive,0.8,6.64,CHEMBL1019892
CCCCN(CCCC)C(=O)c1nn(-c2ccccc2C(=O)N2Cc3ccccc3C[C@H]2CO)c(C)c1Cl,,CHEMBL467229,537.1040000000004,5.435920000000007,1,5,78.67,10,3,38,0.4333333333333333,0.3742435166244444,440.0,6.3565,1,active,0.8,7.0,CHEMBL1019892
CCCCN(CCCC)C(=O)c1nn(-c2ccccc2C(=O)N2Cc3ccccc3C[C@H]2CN)c(C)c1Cl,,CHEMBL481581,536.1200000000003,5.402320000000005,1,5,84.46000000000001,10,3,38,0.4333333333333333,0.3763631469451161,90.0,7.0458,1,active,0.8,7.7,CHEMBL1019892
CCCCN(CCCC)C(=O)c1nn(-c2ccc(N)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,,CHEMBL481775,522.0930000000003,5.657220000000006,1,5,84.46,9,3,37,0.4137931034482758,0.3682326564654095,395.0,6.4034,1,active,0.8,7.05,CHEMBL1019892
CCCCN(CCCC)C(=O)c1nn(-c2ccc(NC(=O)c3ccccc3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,,CHEMBL446802,626.201,7.327320000000008,1,5,87.54,11,4,45,0.3333333333333333,0.1890675093450408,3235.0,5.4901,0,inactive,0.8,6.09,CHEMBL1019892
CCCCN(CCCC)C(=O)c1nn(-c2ccc(NC(=O)Cc3ccccc3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,,CHEMBL449546,640.2280000000001,7.256220000000009,1,5,87.54,12,4,46,0.3513513513513513,0.1768008987199532,155.0,6.8097,1,active,0.8,7.4,CHEMBL1019892
CCCCN(CCCC)C(=O)c1nn(-c2ccc(NC(=O)COc3ccccc3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,,CHEMBL504480,656.2270000000001,7.092520000000008,1,6,96.77,13,4,47,0.3513513513513513,0.1658762939679653,85.0,7.0706,1,active,0.8,7.4,CHEMBL1019892
CCCCN(CCCC)C(=O)c1nn(-c2ccc(NS(=O)(=O)Cc3ccccc3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl,,CHEMBL450954,676.283,7.016920000000009,1,6,104.61,13,4,47,0.3611111111111111,0.164098993829564,1700.0,5.7696,0,inactive,0.8,6.6,CHEMBL1019892
CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(OCC(=O)c3ccccc3)cc2C(=O)N2CCc3ccccc3C2)n1,,CHEMBL509208,606.7670000000002,6.683320000000007,0,6,84.74,13,4,45,0.3513513513513513,0.158548065657767,175.0,6.757,1,active,0.8,7.7,CHEMBL1019892
CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(OCC(=O)O)cc2C(=O)N2CCc3ccccc3C2)n1,,CHEMBL473446,546.6680000000002,4.885020000000004,1,6,104.97,12,3,40,0.4193548387096774,0.3470506084563673,70.0,7.1549,1,active,0.8,8.0,CHEMBL1019892
CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(NC(=O)CSc3ccccc3)cc2C(=O)N2CCc3ccccc3C2)n1,,CHEMBL502066,637.8499999999999,7.152420000000007,1,6,87.53999999999999,13,4,46,0.3513513513513513,0.1574017624395579,600.0,6.2218,1,active,0.8,6.22,CHEMBL1019894
CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(NC(=O)COc3ccccc3)cc2C(=O)N2CCc3ccccc3C2)n1,,CHEMBL451856,621.782,6.439120000000007,1,6,96.77,13,4,46,0.3513513513513513,0.1854250122825788,510.0,6.2924,1,active,0.8,6.29,CHEMBL1019894
CCCCN(CCCC)C(=O)c1nn(-c2ccc(N)cc2C(=O)N2Cc3ccccc3C[C@H]2CN)c(C)c1Cl,,CHEMBL518649,551.1350000000003,4.984520000000003,2,6,110.48,10,3,39,0.4333333333333333,0.3456555979890474,380.0,6.4202,1,active,0.8,6.42,CHEMBL1019894
CCCCN(CCCC)C(=O)c1nn(-c2ccc(NC(=O)COc3ccccc3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN)c(C)c1Cl,,CHEMBL508392,685.2689999999999,6.419820000000006,2,7,122.79,14,4,49,0.3684210526315789,0.1581099143810222,30.0,7.5229,1,active,0.8,7.52,CHEMBL1019894
CCCCN(CCCC)C(=O)c1nn(-c2ccc(NCc3ccncc3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN)c(C)c1Cl,,CHEMBL498873,642.2479999999999,6.409420000000006,2,7,109.38,13,4,46,0.3888888888888889,0.1746410946786618,650.0,6.1871,1,active,0.8,6.19,CHEMBL1019894
CCCCN(CCCC)C(=O)c1cc(C)n(-c2cccc(C)c2C(=O)N2Cc3ccccc3C[C@H]2CN)n1,,CHEMBL454406,515.7020000000003,5.057340000000004,1,5,84.46000000000001,10,3,38,0.4516129032258064,0.4091772567956892,175.0,6.757,1,active,0.8,6.76,CHEMBL1014486
Cc1cccc(-n2nc(C(=O)N(c3ccccc3)c3ccccc3)cc2C)c1C(=O)N1Cc2ccccc2C[C@@H]1CO,,CHEMBL503783,556.6660000000003,6.027040000000008,1,5,78.67,6,5,42,0.1714285714285714,0.2771961536992389,1100.0,5.9586,0,inactive,0.8,6.41,CHEMBL1014486
Cc1cccc(-n2nc(C(=O)N(c3ccccc3)c3ccccc3)cc2C)c1C(=O)N1Cc2ccccc2C[C@H]1CO,,CHEMBL508211,556.6660000000003,6.027040000000008,1,5,78.67,6,5,42,0.1714285714285714,0.2771961536992389,210.0,6.6778,1,active,0.8,6.68,CHEMBL1014486
Cc1cccc(-n2nc(C(=O)N(c3ccccc3)c3ccccc3)cc2C)c1C(=O)N1Cc2ccccc2CC1CO,,CHEMBL509760,556.6660000000003,6.027040000000008,1,5,78.67,6,5,42,0.1714285714285714,0.2771961536992389,600.0,6.2218,1,active,0.8,6.22,CHEMBL1014486
CCCCN(CCCC)C(=O)c1nn(-c2cccc(C)c2C(=O)N2Cc3ccccc3C[C@H]2CN)c(C)c1Cl,,CHEMBL454411,550.1470000000004,5.710740000000006,1,5,84.46000000000001,10,3,39,0.4516129032258064,0.3508191265478246,42.0,7.3768,1,active,0.8,7.38,CHEMBL1014486
CCCCN(CCCC)C(=O)c1cc(C)n(-c2cccc(Cl)c2C(=O)N2Cc3ccccc3C[C@H]2CN)n1,,CHEMBL452586,536.1200000000002,5.402320000000005,1,5,84.46000000000001,10,3,38,0.4333333333333333,0.3763631469451161,1070.0,5.9706,0,inactive,0.8,5.97,CHEMBL1014486
COc1ccccc1C1C2=C(N=c3s/c(=C\c4cccc(OCC(=O)O)c4)c(=O)n31)c1ccccc1CC2,,CHEMBL1097075,524.5980000000003,3.790700000000002,1,7,90.12,6,4,38,0.1666666666666666,0.4146343097574265,3100.0,5.5086,0,inactive,0.8,5.51,CHEMBL1120826
COc1ccc(C2C3=C(N=c4s/c(=C\c5ccc(OCc6cccc(C(=O)O)c6)c(OC)c5)c(=O)n42)c2ccccc2CC3)cc1,,CHEMBL1098324,630.7220000000001,5.613100000000005,1,8,99.35000000000002,8,5,46,0.1621621621621621,0.2393304874221768,3200.0,5.4949,0,inactive,0.8,5.5,CHEMBL1120826
CCC(C)(C)c1ccc(Sc2ccc3c4c(cccc24)C2=NC(=O)C(C#N)=C23)cc1,,CHEMBL1672080,408.5260000000001,6.298680000000006,0,3,53.22,4,3,30,0.1923076923076923,0.5090058232689271,342.0,6.466,1,active,0.8,6.47,CHEMBL1677787
N#CC1=C2C(=NC1=O)c1cccc3c(Sc4ccc(N)cc4)ccc2c13,,CHEMBL1672082,353.4060000000001,4.1932800000000015,1,4,79.24,2,3,26,0.0,0.7005839376223951,316.5,6.4996,1,active,0.8,6.52,CHEMBL1677787
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-],,CHEMBL376408,813.4460000000001,7.880600000000009,2,10,128.13,16,5,56,0.2619047619047619,0.0577313415300792,828.95,6.0815,1,active,0.8,8.21,CHEMBL1693055
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ncnc3cc(N4CCN(Cc5ccccc5-c5ccc(Cl)cc5)CC4)ccc23)cc1[N+](=O)[O-],,CHEMBL1689139,837.472,8.505900000000006,2,11,136.84,16,6,58,0.2558139534883721,0.0551844800956553,8.7,8.0605,1,active,0.8,8.06,CHEMBL1693055
O=[N+]([O-])c1cc(S(=O)(=O)Nc2ncnc3cc(N4CCN(Cc5ccccc5-c5ccc(Cl)cc5)CC4)ccc23)ccc1N[C@H](CCN1CCOCC1)CSc1ccccc1,,CHEMBL1689140,879.5089999999996,8.276500000000008,2,12,146.07,16,6,61,0.2888888888888888,0.0548389097626928,21.0,7.6778,1,active,0.8,7.68,CHEMBL1693055
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ncnc3cc(N4CCN(Cc5ccccc5-c5ccc(Cl)cc5)CC4)ccc23)cc1S(=O)(=O)C(F)(F)F,,CHEMBL1689141,924.537,8.891200000000003,2,11,127.84,16,6,62,0.2727272727272727,0.090443177248938,13.0,7.8861,1,active,0.8,7.89,CHEMBL1693055
O=S(=O)(Nc1ncnc2cc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)ccc12)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1,,CHEMBL1689142,966.5739999999998,8.661800000000003,2,12,137.07,16,6,65,0.3043478260869565,0.0899074018793473,81.0,7.0915,1,active,0.8,7.09,CHEMBL1693055
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ncnc3cc(N4CCN(CC5=C(c6ccc(Cl)cc6)CCC(C)(C)C5)CC4)ccc23)cc1[N+](=O)[O-],,CHEMBL1689143,869.5579999999997,9.302600000000002,2,11,136.84,16,5,60,0.3777777777777777,0.0557976703972241,12.0,7.9208,1,active,0.8,7.92,CHEMBL1693055
CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc4c(NS(=O)(=O)c5ccc(N[C@H](CCN6CCOCC6)CSc6ccccc6)c([N+](=O)[O-])c5)ncnc4c3)CC2)C1,,CHEMBL1689144,911.5949999999996,9.073200000000003,2,12,146.07,16,5,63,0.4042553191489361,0.0553474057063801,21.0,7.6778,1,active,0.8,7.68,CHEMBL1693055
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ncnc3cc(N4CCN(CC5=C(c6ccc(Cl)cc6)CCC(C)(C)C5)CC4)ccc23)cc1S(=O)(=O)C(F)(F)F,,CHEMBL1689145,956.6229999999998,9.6879,2,11,127.84,16,5,64,0.391304347826087,0.0918571032967305,5.0,8.301,1,active,0.8,8.3,CHEMBL1693055
CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc4c(NS(=O)(=O)c5ccc(N[C@H](CCN6CCOCC6)CSc6ccccc6)c(S(=O)(=O)C(F)(F)F)c5)ncnc4c3)CC2)C1,,CHEMBL1689146,998.6599999999996,9.4585,2,12,137.07,16,5,67,0.4166666666666667,0.0911988109110637,84.0,7.0757,1,active,0.8,7.08,CHEMBL1693055
CCOC(=O)c1nn(-c2ccccc2)c(C)c1-c1ccc(C(=O)NS(=O)(=O)c2ccc3ccccc3c2)cc1C(=O)N1CCc2ccccc2C1,,CHEMBL2030844,698.8009999999999,6.494820000000006,1,8,127.66999999999996,8,6,51,0.15,0.1800230708063922,4190.0,5.3778,0,inactive,0.8,5.38,CHEMBL2033942
CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C(=O)OCC)nn1-c1ccccc1,,CHEMBL2030845,740.882,7.529000000000008,1,8,127.67000000000002,11,6,54,0.2093023255813953,0.1361477478004266,660.0,6.1805,1,active,0.8,6.18,CHEMBL2033942
CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C(=O)O)nn1-c1ccccc1,,CHEMBL2030846,712.8280000000001,7.050500000000007,2,7,138.67000000000002,10,6,52,0.1707317073170731,0.1552569038332897,170.0,6.7696,1,active,0.8,6.77,CHEMBL2033942
CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccccc1,,CHEMBL2030847,698.845,6.844600000000008,2,7,121.6,10,6,51,0.1951219512195122,0.1616095830916566,61.0,7.2147,1,active,0.8,7.21,CHEMBL2033942
CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C(=O)OCC)nn1-c1ccc(OC)cc1,,CHEMBL2030848,770.9079999999999,7.537600000000008,1,9,136.9,12,6,56,0.2272727272727272,0.1261920961411992,1790.0,5.7471,0,inactive,0.8,5.75,CHEMBL2033942
CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C(=O)OCC)nn1-c1cccc(Oc2ccccc2)c1,,CHEMBL2030849,832.9789999999999,9.3213,1,9,136.9,13,7,61,0.1836734693877551,0.1136249636073675,140.0,6.8539,1,active,0.8,6.85,CHEMBL2033942
CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C(=O)OCC)nn1-c1ccc(Oc2ccccc2)cc1,,CHEMBL2030850,832.9789999999999,9.3213,1,9,136.9,13,7,61,0.1836734693877551,0.1136249636073675,100.0,7.0,1,active,0.8,7.0,CHEMBL2033942
CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(Oc2ccccc2)cc1,,CHEMBL2030851,790.942,8.636900000000004,2,8,130.82999999999998,12,7,58,0.1702127659574468,0.1267688474422987,130.0,6.8861,1,active,0.8,6.89,CHEMBL2033942
CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(Oc2ccc(Cl)cc2)cc1,,CHEMBL2030852,825.387,9.290299999999998,2,8,130.82999999999998,12,7,59,0.1702127659574468,0.1256487851694434,20.0,7.699,1,active,0.8,7.66,CHEMBL2033942
CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(Oc2cccc(Cl)c2)cc1,,CHEMBL2030853,825.387,9.290299999999998,2,8,130.82999999999998,12,7,59,0.1702127659574468,0.1256487851694434,7.83,8.1062,1,active,0.8,8.1,CHEMBL2033942
CCCCOc1ccc(-n2nc(CO)c(-c3ccc(C(=O)NS(=O)(=O)c4ccc5ccccc5c4)cc3C(=O)N3CCc4ccccc4C3)c2CCCC)cc1,,CHEMBL2030854,770.9519999999995,8.023500000000007,2,8,130.82999999999998,14,6,56,0.2666666666666666,0.1073546923178641,45.0,7.3468,1,active,0.8,7.35,CHEMBL2033942
CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(-c2ccccc2)cc1,,CHEMBL2030855,774.943,8.511600000000005,2,7,121.6,11,7,57,0.1702127659574468,0.1360260607586324,7.0,8.1549,1,active,0.8,8.15,CHEMBL2033942
CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(CCO)cc1,,CHEMBL2030856,742.8979999999999,6.379400000000008,3,8,141.82999999999998,12,6,54,0.2325581395348837,0.132211370818864,20.0,7.699,1,active,0.8,7.7,CHEMBL2033942
CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(CCCO)cc1,,CHEMBL2030857,756.9249999999998,6.769500000000009,3,8,141.82999999999998,13,6,55,0.25,0.1181736256871525,14.0,7.8539,1,active,0.8,7.85,CHEMBL2033942
CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1cccc(CO)c1,,CHEMBL2030858,728.871,6.336900000000009,3,8,141.82999999999998,11,6,53,0.2142857142857142,0.1415001923458889,71.0,7.1487,1,active,0.8,7.15,CHEMBL2033942
CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)c(CO)nn1-c1ccccc1,,CHEMBL2030859,728.871,6.205500000000008,3,8,141.83,11,6,53,0.2142857142857142,0.1442039641589187,10.0,8.0,1,active,0.8,7.96,CHEMBL2033942
CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN)c(CO)nn1-c1ccccc1,,CHEMBL2030860,727.8869999999998,6.171900000000006,3,8,147.62,11,6,53,0.2142857142857142,0.1446392480070037,24.0,7.6198,1,active,0.8,7.62,CHEMBL2033942
CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)CC[Si](C)(C)C)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccccc1,,CHEMBL2030861,672.9240000000001,5.970500000000008,2,7,121.6,12,4,47,0.3611111111111111,0.1790178086260813,190.0,6.7212,1,active,0.8,6.72,CHEMBL2033942
CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)CC)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(Oc2cccc(Cl)c2)cc1,,CHEMBL2030862,727.2830000000002,7.097900000000009,2,8,130.82999999999998,12,5,51,0.2564102564102564,0.1403204758130752,190.0,6.7212,1,active,0.8,6.72,CHEMBL2033942
CCCCCS(=O)(=O)NC(=O)c1ccc(-c2c(CO)nn(-c3ccc(Oc4cccc(Cl)c4)cc3)c2CCCC)c(C(=O)N2CCc3ccccc3C2)c1,,CHEMBL2030863,769.3639999999996,8.268200000000009,2,8,130.83,15,5,54,0.3095238095238095,0.1026008570182735,65.0,7.1871,1,active,0.8,7.19,CHEMBL2033942
CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(Cl)c4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(Oc2cccc(Cl)c2)cc1,,CHEMBL2030864,859.832,9.943699999999994,2,8,130.82999999999998,12,7,60,0.1702127659574468,0.1251301600153294,6.37,8.1959,1,active,0.8,8.22,CHEMBL2033942
CCCCN(CCCC)c1nccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)n1,,CHEMBL2030865,675.8549999999998,7.020600000000008,1,7,112.57,12,5,49,0.282051282051282,0.1512802459101662,700.0,6.1549,1,active,0.8,6.16,CHEMBL2033942
CCCCN(CCCC)c1nccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(Cl)c4c3)cc2C(=O)N2CCc3ccccc3C2)n1,,CHEMBL2030866,710.2999999999998,7.674000000000009,1,7,112.57,12,5,50,0.282051282051282,0.1414800991031942,120.0,6.9208,1,active,0.8,6.92,CHEMBL2033942
CCCCN(CCCC)c1nccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccc(I)cc4c3)cc2C(=O)N2CCc3ccccc3C2)n1,,CHEMBL2031001,801.7509999999996,7.625200000000009,1,7,112.57,12,5,50,0.282051282051282,0.1293053478024623,140.0,6.8539,1,active,0.8,6.85,CHEMBL2033942
