smiles,source,predicted_pIC50,predicted_IC50_nM,MolWt,LogP,QED,AromaticRings,RingCount,is_novel,admet_caco2_class,admet_caco2_risk,admet_hia_class,admet_hia_risk,admet_pgp_substrate,admet_pgp_risk,admet_bioavailability_score,admet_bioavailability_risk,admet_tpsa,admet_mw,admet_logp,admet_bbb_penetrant,admet_bbb_logbb,admet_bbb_risk,admet_ppb_class,admet_ppb_risk,admet_vod_class,admet_vod_risk,admet_cyp_alerts,admet_cyp_n_alerts,admet_cyp_inhibition_risk,admet_cyp_risk,admet_metabolic_stability,admet_metabolic_stability_score,admet_metabolic_risk,admet_renal_clearance,admet_renal_risk,admet_halflife_class,admet_halflife_risk,admet_herg_risk_flag,admet_herg_alerts,admet_herg_n_alerts,admet_herg_risk,admet_ames_alerts,admet_ames_n_alerts,admet_ames_risk,admet_hepatotox_alerts,admet_hepatotox_n_alerts,admet_hepatotox_risk,admet_mrdd_class,admet_mrdd_risk,admet_score,admet_class,admet_absorption_score,admet_distribution_score,admet_metabolism_score,admet_excretion_score,admet_toxicity_score,admet_n_red_flags,admet_n_yellow_flags,admet_n_green_flags
CN(C)C(=O)C1CC2(CCN([C@H]3CCCN3c3cnc4[nH]ccc4c3)CC2)C1,brics,6.1606370320257495,690.816923000369,381.5240000000001,3.069600000000001,0.8877928723153762,2,5,True,high,green,high,green,False,green,1.0,green,55.470000000000006,381.5240000000001,3.069600000000001,True,0.085,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,high,0.75,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.788,favorable,1.0,0.5,0.625,0.75,0.875,0,6,9
CCC1CCN(C(=O)C2CC3(CCN([C@H]4CC[C@](C)(O)CC4)CC3)C2)CC1,brics,6.159926313896103,691.9483628174768,376.58500000000026,3.820800000000003,0.8142144678610392,0,4,True,high,green,high,green,False,green,1.0,green,43.78,376.58500000000026,3.820800000000003,True,0.318,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.863,favorable,1.0,0.667,0.875,0.75,0.875,0,4,11
CC[C@]1(O)CC[C@H](N2CCC3(CC2)CC(C(=O)N(C)C)C3)CC1,brics,6.1566114674963925,697.2500153572269,322.4930000000001,2.650500000000001,0.8685735286410768,0,3,True,high,green,high,green,False,green,1.0,green,43.78,322.4930000000001,2.650500000000001,True,0.137,yellow,moderate,green,moderate,green,,0,low,green,high,1.0,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.912,favorable,1.0,0.833,1.0,0.75,0.875,0,3,12
CC(C)C1CC2(CCN(C(=O)C3CC4(CCN([C@H]5CC[C@](C)(O)CC5)CC4)C3)CC2)C1,brics,6.153006172597404,703.0623272366398,430.6770000000005,4.847000000000005,0.69617926752723,0,5,True,high,green,high,green,False,green,1.0,green,43.78,430.6770000000005,4.847000000000005,True,0.477,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,medium,green,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,,0,green,moderate_dose,green,0.825,favorable,1.0,0.667,0.875,0.75,0.75,1,3,11
CC[C@H]1CCCN1C(=O)C1CC2(CCN(C3CCOCC3)CC2)C1,brics,6.15270116064935,703.5562725658302,334.5040000000002,3.058600000000001,0.7951076462558284,0,4,True,high,green,high,green,False,green,1.0,green,32.78,334.5040000000002,3.058600000000001,True,0.31,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.863,favorable,1.0,0.667,0.875,0.75,0.875,0,4,11
CCC1CC2(CCN(C(=O)C3CC4(CCN(C5CCOCC5)CC4)C3)CC2)C1,brics,6.152370336875902,704.092410654108,388.59600000000034,4.086400000000004,0.730056022040068,0,5,True,high,green,high,green,False,green,1.0,green,32.78,388.59600000000034,4.086400000000004,True,0.47,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,moderate_dose,green,0.863,favorable,1.0,0.667,0.875,0.75,0.875,0,4,11
CC[C@@H]1CN(C)CCN1C(=O)C1CC2(CCN(C3CCOCC3)CC2)C1,brics,6.1507612748268405,706.7059131732227,363.5460000000003,2.2101999999999995,0.7702580474327179,0,4,True,high,green,high,green,False,green,1.0,green,36.019999999999996,363.5460000000003,2.2101999999999995,True,0.146,yellow,moderate,green,moderate,green,,0,low,green,high,1.0,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.912,favorable,1.0,0.833,1.0,0.75,0.875,0,3,12
CC[C@@H]1CN(C)CCN1C(=O)C1CC2(CCN(C3CC3)CC2)C1,brics,6.147842987857144,711.4706878772303,319.49300000000017,2.1936,0.7977411512333809,0,4,True,high,green,high,green,False,green,1.0,green,26.79,319.49300000000017,2.1936,True,0.236,yellow,moderate,green,moderate,green,,0,low,green,high,1.0,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.912,favorable,1.0,0.833,1.0,0.75,0.875,0,3,12
CCC1CCN(C(=O)C2CC3(CCN(C4CC4)CC3)C2)CC1,brics,6.144077665555556,717.6659384824471,304.47800000000007,3.289600000000002,0.7985903962056167,0,4,True,high,green,high,green,False,green,1.0,green,23.550000000000004,304.47800000000007,3.289600000000002,True,0.438,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.863,favorable,1.0,0.667,0.875,0.75,0.875,0,4,11
CN(C)C(=O)C1CC2(CCN(C[C@H]3CC[C@](C)(O)CC3)CC2)C1,brics,6.141246631861471,722.3594657703031,322.49300000000017,2.508,0.8681101505511073,0,3,True,high,green,high,green,False,green,1.0,green,43.78,322.49300000000017,2.508,True,0.115,yellow,moderate,green,moderate,green,,0,low,green,high,1.0,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.912,favorable,1.0,0.833,1.0,0.75,0.875,0,3,12
CN1CC=C(c2ccccc2N2CCC[C@@H]2N2CCC3(CC2)CC(C(=O)N(C)C)C3)CC1,brics,6.140313115685433,723.9138477271835,436.6440000000003,3.912200000000003,0.715866047746103,1,5,True,high,green,high,green,False,green,1.0,green,30.03,436.6440000000003,3.912200000000003,True,0.47,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,medium,green,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,aniline,1,yellow,moderate_dose,green,0.788,favorable,1.0,0.667,0.875,0.75,0.625,1,4,10
C[C@]1(O)CC[C@H](N2CCC3(CC2)CC(C(=O)N2CCC4(CC2)CC(C(F)(F)F)C4)C3)CC1,brics,6.137360848961043,728.8516663595692,456.5930000000003,4.753300000000005,0.6520439416467213,0,5,True,high,green,high,green,False,green,1.0,green,43.78,456.5930000000003,4.753300000000005,True,0.463,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,medium,green,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,,0,green,moderate_dose,green,0.825,favorable,1.0,0.667,0.875,0.75,0.75,1,3,11
CCC1CC2(CCN(C(=O)C3CC4(CCN([C@@H]5COCCO5)CC4)C3)CC2)C1,brics,6.1360424519408365,731.0676187112991,390.5680000000003,3.2803000000000013,0.741649472439723,0,5,True,high,green,high,green,False,green,1.0,green,42.010000000000005,390.5680000000003,3.2803000000000013,True,0.252,yellow,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.837,favorable,1.0,0.5,0.875,0.75,0.875,0,5,10
CCC1CCN(C(=O)C2CC3(CCN(C4CCOCC4)CC3)C2)CC1,brics,6.135254169220779,732.3957757990329,348.53100000000023,3.3062000000000014,0.7843708397876406,0,4,True,high,green,high,green,False,green,1.0,green,32.78,348.53100000000023,3.3062000000000014,True,0.349,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.863,favorable,1.0,0.667,0.875,0.75,0.875,0,4,11
CN(C)C(=O)C1CC2(CCN([C@H]3CC[C@@](O)(c4cnc5[nH]ccc5c4)CC3)CC2)C1,brics,6.132768861219338,736.5990235001401,410.5620000000002,3.273500000000001,0.8146076559898761,2,5,True,high,green,high,green,False,green,1.0,green,72.46000000000001,410.56200000000024,3.273500000000001,False,-0.053,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,high,0.75,green,False,yellow,medium,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,moderate_dose,green,0.788,favorable,1.0,0.5,0.625,0.75,0.875,0,6,9
C[C@]1(O)CC[C@H]([C@H]2CCCN2C(=O)C2CC3(CCN([C@H]4CC[C@](C)(O)CC4)CC3)C2)CC1,brics,6.132164874684206,737.6241468188102,446.6760000000004,4.104400000000003,0.6849550639807283,0,5,True,high,green,high,green,False,green,1.0,green,64.01,446.6760000000004,4.104400000000003,True,0.16,yellow,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,medium,green,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,,0,green,moderate_dose,green,0.8,favorable,1.0,0.5,0.875,0.75,0.75,1,4,10
CC[C@@H]1CN(C)CCN1C(=O)C1CC2(CCN([C@@H]3COCCO3)CC2)C1,brics,6.128337053412699,744.1542159938477,365.51800000000026,1.4041000000000017,0.7566122000784127,0,4,True,high,green,high,green,False,green,1.0,green,45.25,365.51800000000026,1.4041000000000015,False,-0.071,yellow,moderate,green,moderate,green,,0,low,green,high,1.0,green,True,green,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.938,favorable,1.0,0.833,1.0,1.0,0.875,0,2,13
CCC1CCN(C(=O)C2CC3(CCN([C@@H]4COCCO4)CC3)C2)CC1,brics,6.1277704671428594,745.1256828880117,350.5030000000002,2.5001000000000007,0.7842541056240323,0,4,True,high,green,high,green,False,green,1.0,green,42.010000000000005,350.5030000000002,2.5001000000000007,True,0.131,yellow,moderate,green,moderate,green,,0,low,green,high,1.0,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.912,favorable,1.0,0.833,1.0,0.75,0.875,0,3,12
CC(C)C1CCN(C(=O)C2CC3(CCN([C@H]4CC[C@](C)(O)CC4)CC3)C2)CC1,brics,6.123715913997115,752.1147155925867,390.6120000000003,4.066800000000003,0.7899942226845095,0,4,True,high,green,high,green,False,green,1.0,green,43.78,390.6120000000003,4.066800000000003,True,0.357,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,moderate_dose,green,0.863,favorable,1.0,0.667,0.875,0.75,0.875,0,4,11
CC(C)c1ccc(N2CCC3(CC2)CC(C(=O)N(C)C)C3)cc1,brics,6.122166426688316,754.8029229919649,314.473,3.894800000000004,0.8446945152798911,1,3,True,high,green,high,green,False,green,1.0,green,23.550000000000004,314.473,3.8948000000000036,True,0.532,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,aniline,1,yellow,low_dose,green,0.825,favorable,1.0,0.667,0.875,0.75,0.75,0,5,10
CC(C)C1CC2(CCN(C(=O)C3CC4(CCN(C5CC5)CC4)C3)CC2)C1,brics,6.11894419688312,760.4239786238036,358.57000000000033,4.315800000000004,0.7501531044976427,0,5,True,high,green,high,green,False,green,1.0,green,23.550000000000004,358.57000000000033,4.315800000000004,True,0.597,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,moderate_dose,green,0.863,favorable,1.0,0.667,0.875,0.75,0.875,0,4,11
C[C@]1(O)CC[C@H]([C@H]2CCCN2C(=O)C2CC3(CCN(C4CC4)CC3)C2)CC1,brics,6.117002468802311,763.8314414682087,374.5690000000002,3.5732000000000026,0.8211777555652674,0,5,True,high,green,high,green,False,green,1.0,green,43.78,374.56900000000024,3.5732000000000026,True,0.28,yellow,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.837,favorable,1.0,0.5,0.875,0.75,0.875,0,5,10
CN(C)C(=O)C1CC2(CCN(CC3CC3)CC2)C1,brics,6.115274150634921,766.8772413162013,250.3859999999999,1.9767999999999997,0.7644333924200232,0,3,True,high,green,high,green,False,green,1.0,green,23.550000000000004,250.3859999999999,1.9767999999999994,True,0.235,yellow,moderate,green,moderate,green,,0,low,green,high,1.0,green,True,green,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.938,favorable,1.0,0.833,1.0,1.0,0.875,0,2,13
CN(C)CC(=O)N1CCC2(CC1)CC(C(=O)N(C)C)C2,brics,6.1097840577777776,776.6331823394812,281.4,0.6550000000000007,0.7629742566586242,0,2,True,high,green,high,green,False,green,1.0,green,43.86000000000001,281.4,0.6550000000000007,False,-0.173,yellow,low,green,low,green,,0,low,green,high,1.0,green,True,green,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,moderate_dose,green,0.938,favorable,1.0,0.833,1.0,1.0,0.875,0,2,13
CC(C)[C@@H]1CN(C)CCN1C(=O)C1CC2(CCN([C@H]3CC[C@](C)(O)CC3)CC2)C1,brics,6.108879401219338,778.2526331967177,405.6270000000003,2.970800000000001,0.7841805525590684,0,4,True,high,green,high,green,False,green,1.0,green,47.019999999999996,405.6270000000003,2.9708000000000014,True,0.154,yellow,moderate,green,moderate,green,,0,low,green,high,1.0,green,False,yellow,medium,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,moderate_dose,green,0.912,favorable,1.0,0.833,1.0,0.75,0.875,0,3,12
C[C@]1(O)CC[C@H]([C@H]2CCCN2C(=O)C2CC3(CCN(C4CCOCC4)CC3)C2)CC1,brics,6.104050636673883,786.9540292436596,418.6220000000004,3.589800000000002,0.7610166069799024,0,5,True,high,green,high,green,False,green,1.0,green,53.010000000000005,418.62200000000036,3.589800000000002,True,0.19,yellow,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,medium,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,moderate_dose,green,0.837,favorable,1.0,0.5,0.875,0.75,0.875,0,5,10
CC(C)C1CCN(C(=O)C2CC3(CCN(C4CC4)CC3)C2)CC1,brics,6.102990884704188,788.876674975574,318.50500000000017,3.5356000000000023,0.7945029847071899,0,4,True,high,green,high,green,False,green,1.0,green,23.550000000000004,318.50500000000017,3.5356000000000023,True,0.477,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.863,favorable,1.0,0.667,0.875,0.75,0.875,0,4,11
CC(C)[C@]1(O)CC[C@H](N2CCC3(CC2)CC(C(=O)N(C)C)C3)CC1,brics,6.100493426724391,793.4262656104574,336.5200000000001,2.8965000000000014,0.8616943640566507,0,3,True,high,green,high,green,False,green,1.0,green,43.78,336.5200000000001,2.8965000000000014,True,0.175,yellow,moderate,green,moderate,green,,0,low,green,high,1.0,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.912,favorable,1.0,0.833,1.0,0.75,0.875,0,3,12
CN(C)C1CC2(CCN(C(=O)C3CC4(CCN([C@H]5CC[C@](C)(O)CC5)CC4)C3)CC2)C1,brics,6.097820672070711,798.3242615308725,431.6650000000005,3.5050000000000017,0.7429200872061303,0,5,True,high,green,high,green,False,green,1.0,green,47.019999999999996,431.6650000000005,3.5050000000000017,True,0.237,yellow,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,medium,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,moderate_dose,green,0.837,favorable,1.0,0.5,0.875,0.75,0.875,0,5,10
CN1CCN(C(=O)C2CC3(CCN([C@H]4CC[C@](C)(O)CC4)CC3)C2)[C@H](C2CC2)C1,brics,6.097192846580089,799.4791709195431,403.6110000000003,2.7248,0.7871348607472437,0,5,True,high,green,high,green,False,green,1.0,green,47.019999999999996,403.6110000000003,2.7248,True,0.116,yellow,moderate,green,moderate,green,,0,low,green,high,1.0,green,False,yellow,medium,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,moderate_dose,green,0.912,favorable,1.0,0.833,1.0,0.75,0.875,0,3,12
CN1CCN(C(=O)C2CC3(CCN(C4CC4)CC3)C2)[C@H]([C@H]2CC[C@](C)(O)CC2)C1,brics,6.097192846580088,799.4791709195464,403.6110000000002,2.7248,0.7871348607472437,0,5,True,high,green,high,green,False,green,1.0,green,47.019999999999996,403.6110000000002,2.7248,True,0.116,yellow,moderate,green,moderate,green,,0,low,green,high,1.0,green,False,yellow,medium,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,moderate_dose,green,0.912,favorable,1.0,0.833,1.0,0.75,0.875,0,3,12
CC(C)[C@H]1CCCN1C(=O)C1CC2(CCN(C3CCOCC3)CC2)C1,brics,6.095463853686872,802.6683641498379,348.53100000000023,3.304600000000001,0.7843833446296916,0,4,True,high,green,high,green,False,green,1.0,green,32.78,348.53100000000023,3.3046000000000015,True,0.348,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.863,favorable,1.0,0.667,0.875,0.75,0.875,0,4,11
CN1CCN(C(=O)C2CC3(CCN(C4CCOCC4)CC3)C2)[C@H]([C@H]2CC[C@](C)(O)CC2)C1,brics,6.094868929891778,803.768663029011,447.6640000000004,2.7414000000000014,0.7210282289268677,0,5,True,high,green,high,green,False,green,1.0,green,56.25,447.6640000000004,2.7414000000000014,True,0.026,yellow,moderate,green,moderate,green,,0,low,green,high,1.0,green,False,yellow,medium,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,moderate_dose,green,0.912,favorable,1.0,0.833,1.0,0.75,0.875,0,3,12
CN(C)C(=O)C1CC2(CCN(C(=O)c3cnc4[nH]ccc4c3)CC2)C1,brics,6.094050812770562,805.2842168473729,340.42700000000013,2.2835,0.9117645150968224,2,4,True,high,green,high,green,False,green,1.0,green,69.30000000000001,340.42700000000013,2.2835,False,-0.175,yellow,moderate,green,moderate,green,pyridine_N,1,moderate,yellow,high,1.0,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.863,favorable,1.0,0.833,0.75,0.75,0.875,0,4,11
CC(C)C1CC2(CCN(C(=O)C3CC4(CCN(C5CCOCC5)CC4)C3)CC2)C1,brics,6.094045934754695,805.2932618880362,402.6230000000005,4.332400000000004,0.7042214961923221,0,5,True,high,green,high,green,False,green,1.0,green,32.78,402.62300000000045,4.332400000000004,True,0.508,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,medium,green,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,,0,green,moderate_dose,green,0.825,favorable,1.0,0.667,0.875,0.75,0.75,1,3,11
CC(C)C1CCN(C(=O)C2CC3(CCN(C4CCOCC4)CC3)C2)CC1,brics,6.093327089927856,806.6272881448787,362.5580000000003,3.552200000000002,0.7695897515393842,0,4,True,high,green,high,green,False,green,1.0,green,32.78,362.5580000000003,3.552200000000002,True,0.387,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.863,favorable,1.0,0.667,0.875,0.75,0.875,0,4,11
CN(C)C(=O)C1CC2(CCN(CC3CCOCC3)CC2)C1,brics,6.09312539746032,807.0019842063546,294.439,1.9933999999999996,0.7978953480603723,0,3,True,high,green,high,green,False,green,1.0,green,32.78,294.439,1.9933999999999994,True,0.145,yellow,moderate,green,moderate,green,,0,low,green,high,1.0,green,True,green,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.938,favorable,1.0,0.833,1.0,1.0,0.875,0,2,13
CN(C)C(=O)C1CC2(CCN(c3ccc([C@H]4CC[C@](C)(O)CC4)cc3)CC2)C1,brics,6.091232981854259,810.5261259154747,384.56400000000025,4.180000000000003,0.8501400422342577,1,4,True,high,green,high,green,False,green,1.0,green,43.78,384.56400000000025,4.180000000000003,True,0.374,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,aniline,1,yellow,moderate_dose,green,0.825,favorable,1.0,0.667,0.875,0.75,0.75,0,5,10
CN(C)C(=O)C1CC2(CCN(C[C@@H]3COCCO3)CC2)C1,brics,6.088948964126984,814.8000291644883,296.41100000000006,0.9822000000000004,0.7785309582352689,0,3,True,high,green,high,green,False,green,1.0,green,42.010000000000005,296.41100000000006,0.9822000000000004,False,-0.104,yellow,low,green,low,green,,0,low,green,high,1.0,green,True,green,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,moderate_dose,green,0.938,favorable,1.0,0.833,1.0,1.0,0.875,0,2,13
CC(C)[C@@H]1CN(C)CCN1C(=O)C1CC2(CCN(C3CC3)CC2)C1,brics,6.088254101847045,816.1047360039208,333.5200000000001,2.4396000000000004,0.7936095571948171,0,4,True,high,green,high,green,False,green,1.0,green,26.79,333.52000000000015,2.4396000000000004,True,0.274,yellow,moderate,green,moderate,green,,0,low,green,high,1.0,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.912,favorable,1.0,0.833,1.0,0.75,0.875,0,3,12
O=C(C1CC2(CCN(C3CC3)CC2)C1)N1CCC2(CC1)CC(C(F)(F)F)C2,brics,6.088070835303031,816.4491941132399,384.4860000000001,4.222100000000004,0.7116315746602925,0,5,True,high,green,high,green,False,green,1.0,green,23.550000000000004,384.4860000000001,4.222100000000004,True,0.583,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,moderate_dose,green,0.863,favorable,1.0,0.667,0.875,0.75,0.875,0,4,11
O=C(C1CC2(CCN(C3CCOCC3)CC2)C1)N1CCC[C@@H]1C1CC1,brics,6.085874393730163,820.5888399988316,346.51500000000016,3.058600000000001,0.7872866846318035,0,5,True,high,green,high,green,False,green,1.0,green,32.78,346.51500000000016,3.058600000000001,True,0.31,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.863,favorable,1.0,0.667,0.875,0.75,0.875,0,4,11
CN(C)C(=O)C1CC2(CCN(c3ccc(C(F)(F)F)cc3)CC2)C1,brics,6.085600217958157,821.1070519982856,340.3890000000001,3.790200000000003,0.81772584844044,1,3,True,high,green,high,green,False,green,1.0,green,23.550000000000004,340.3890000000001,3.790200000000003,True,0.516,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,aniline,1,yellow,low_dose,green,0.825,favorable,1.0,0.667,0.875,0.75,0.75,0,5,10
CN(C)C(=O)C1CC2(CCN(c3ccc(N(C)C)cc3)CC2)C1,brics,6.085209504148634,821.8460948209711,315.4610000000001,2.837400000000001,0.8580024812654942,1,3,True,high,green,high,green,False,green,1.0,green,26.790000000000006,315.4610000000001,2.8374000000000015,True,0.336,green,moderate,green,moderate,green,,0,low,green,high,1.0,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,aniline,1,yellow,low_dose,green,0.9,favorable,1.0,1.0,1.0,0.75,0.75,0,3,12
CC(C)C1CCN(C(=O)C2CC3(CCN([C@@H]4COCCO4)CC3)C2)CC1,brics,6.084732605577205,822.7490593225479,364.53000000000026,2.746100000000001,0.772209513008525,0,4,True,high,green,high,green,False,green,1.0,green,42.010000000000005,364.53000000000026,2.746100000000001,True,0.17,yellow,moderate,green,moderate,green,,0,low,green,high,1.0,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.912,favorable,1.0,0.833,1.0,0.75,0.875,0,3,12
CN1CCN(C(=O)C2CC3(CCN([C@@H]4COCCO4)CC3)C2)[C@H]([C@H]2CC[C@](C)(O)CC2)C1,brics,6.083712271033416,824.684304261536,449.6360000000004,1.9353000000000005,0.7104480906358633,0,5,True,high,green,high,green,False,green,1.0,green,65.48,449.63600000000037,1.9353000000000005,False,-0.191,yellow,moderate,green,moderate,green,,0,low,green,high,1.0,green,True,green,medium,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,moderate_dose,green,0.938,favorable,1.0,0.833,1.0,1.0,0.875,0,2,13
CN1CCN(C(=O)C2CC3(CCN(C4CC4)CC3)C2)[C@H](C2CC2)C1,brics,6.083598042922079,824.9012412111329,331.5040000000001,2.193599999999999,0.7931121407949611,0,5,True,high,green,high,green,False,green,1.0,green,26.79,331.5040000000001,2.193599999999999,True,0.236,yellow,moderate,green,moderate,green,,0,low,green,high,1.0,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.912,favorable,1.0,0.833,1.0,0.75,0.875,0,3,12
CN(C)C1CC2(CCN(C(=O)C3CC4(CCN(C5CC5)CC4)C3)CC2)C1,brics,6.080509971226555,830.7876439329241,359.55800000000033,2.9738000000000007,0.7750415824047162,0,5,True,high,green,high,green,False,green,1.0,green,26.79,359.55800000000033,2.9738000000000007,True,0.357,green,moderate,green,moderate,green,,0,low,green,high,1.0,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.938,favorable,1.0,1.0,1.0,0.75,0.875,0,2,13
CN(C)[C@H]1CCCN1C(=O)C1CC2(CCN([C@H]3CC[C@](C)(O)CC3)CC2)C1,brics,6.08042798897547,830.9444874413077,377.57300000000026,2.682300000000001,0.8214397278676779,0,4,True,high,green,high,green,False,green,1.0,green,47.019999999999996,377.57300000000026,2.6823000000000006,True,0.11,yellow,moderate,green,moderate,green,,0,low,green,high,1.0,green,False,yellow,short,green,True,basic_nitrogen_long_chain,1,yellow,,0,green,,0,green,low_dose,green,0.912,favorable,1.0,0.833,1.0,0.75,0.875,0,3,12
C[C@]1(O)CC[C@H](N2CCC3(CC2)CC(C(=O)N2CCC(C(F)(F)F)CC2)C3)CC1,brics,6.078382497308804,834.8673994005885,416.5280000000002,3.973100000000003,0.7407886531901452,0,4,True,high,green,high,green,False,green,1.0,green,43.78,416.5280000000002,3.973100000000003,True,0.342,green,high,yellow,high,yellow,,0,low,green,high,0.75,green,False,yellow,medium,green,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,,0,green,moderate_dose,green,0.825,favorable,1.0,0.667,0.875,0.75,0.75,1,3,11
